Rank	Score	ADR	r_Drugname	Support	Confidence	Drug1	Support1	Confidence1	Drug2	Support2	Confidence2	id
1148	0.020141645	Coronary artery disease	[LISINOPRIL] [AVANDIA]	57	16.8142	LISINOPRIL	60	4.09836	AVANDIA	904	18.449	"101027442,101060332,101072062,101072162,101072462,101072632,101073522,101078902,101079822,101082512,101091252,101093222,101093312,101094242,101095952,101097202,101100952,101101762,101102622,101104112,101106312,101107382,101108082,101109882,101112012,101113792,101114232,101115452,101121422,101121902,101139142,101139952,101143242,101203002,101203032,101203042,101203542,101205052,101209212,103156332,103162472,103166682,103166692,103173042,103174042,103174162,103180032,103184352,103187382,103195422,103196292,103198512,103241562,104856342,105346992,105394912,105395372,105568642,105632352,83921162"
1149	0.020091262	Cough	[REVATIO] [TYVASO]	23	12.7072	REVATIO	41	4.03147	TYVASO	109	12.93	"101540703,102243502,102270803,103920514,103943783,104463113,104747974,104800354,105329672,105475957,105520201,105848153,106088062,106127105,106415763,106639432,106653022"
1150	0.020017786	Nausea	[RIBAVIRIN] [PEGINTRON]	12	8.21918	RIBAVIRIN	60	6.22407	PEGINTRON	17	6.20438	"102410694,104014662,104406282,104656172,104677512,105063302,105114361,105234522,105326641,105331321,105527271,105825221,105947721,106002061"
1151	0.02001522	Foetal exposure during pregnancy	[NORVIR] [REYATAZ]	10	13.5135	NORVIR	24	12.1827	REYATAZ	12	10.5263	"103118417,103295902,103557543,103582933,105053671,105143291,105550611,105774811,106455713,106523912"
1152	0.019912394	Nausea	[RIBAVIRIN] [SIMEPREVIR]	11	7.97101	RIBAVIRIN	60	6.22407	SIMEPREVIR	12	5.45455	"104014662,104656172,104677512,105114361,105234522,105326641,105527271,105696311,105821332,105821342,105821783,106002061"
1155	0.01978265	"Myocardial infarction,Cardiac failure congestive"	[NORVASC] [AVANDIA]	14	10.2941	AVANDIA	440	8.97959	NORVASC	14	2.48668	"101027212,101042272,101066212,101091872,101096602,101121853,101200752,101202722,101203202,101203702,101205542,101209232,101253142,105217722,105541362,105855472,84117252"
1156	0.019767555	Myalgia	[ASPIRIN] [CLOPIDOGREL]	10	5.78035	ASPIRIN	28	0.938338	CLOPIDOGREL	15	2.78293	"100561953,104076194,104128502,106611621,106635541,106676571,106703581,106742851,106746061,106763171,106772701,106779801,88313412,979144014"
1157	0.019608284	Haemoglobin decreased	[RIBAVIRIN] [PEGASYS]	14	7.65027	PEGASYS	28	5.65657	RIBAVIRIN	55	5.70539	"102477302,104875071,104954012,105146852,105163232,105168671,105168911,105169011,105169571,105171131,105173201,105212981,105472681,105804761,105806821,105806891,105819021,105819551,105829391,105862371,106115481,106210452,106704181,106721321,89368103"
1159	0.019546528	Cerebro vascular accident	[PLAVIX] [ASPIRIN]	49	8.78136	ASPIRIN	172	5.76407	PLAVIX	121	7.35115	"100666874,101022342,101026752,101034612,101039972,101040492,101041042,101041242,101044602,101046212,101062262,101073522,101078402,101082452,101083522,101094132,101094242,101095602,101095922,101102252,101103492,101104262,101107062,101107132,101107302,101109382,101109782,101111662,101115452,101116462,101116572,101119272,101136902,101174632,101186062,101188462,101188782,101203672,101206632,101210042,101211862,103177342,104048042,104902321,105184393,105227711,105241041,105594681,105613853,105669131,105712471,105716192,105793201,105875721,106561541,106660291,106803621,106805591,106805891,106806121,106806611,645955133,80222655,85400003,85948372,91836252,96106274,98095023,98095513,98095533,98095793,98096542,98097193,98097343,98100332,98100432,98103322,98110082,98110842,98110852,98111602,98117102,98117442"
1161	0.01950096	Cardiac failure congestive	[LISINOPRIL] [COREG]	10	16.129	LISINOPRIL	88	6.01093	COREG	51	18.3453	"101056852,101079402,101080532,101082512,101096792,101107032,101118372,101255252,104647852,104713103,104960801,105060382,105394802,645955133,94476923,99006678"
1163	0.019386973	Pain	[HUMIRA] [PREDNISONE]	10	6.49351	PREDNISONE	47	2.66591	HUMIRA	152	4.85313	"100186723,100605804,100609172,100735768,102641566,102747093,103118652,103438496,103452654,103553205,103634482,103691312,103867054,103942293,103943754,104010402,104136383,104150846,104256964,104432043,104708064,104714052,104738342,104790183,104876762,104882321,104894022,104895401,104965351,104972191,105090501,105119771,105141841,105189462,105230313,105262862,105310171,105421132,105437731,105443211,105558152,105610041,105691223,105693801,105768182,105822522,105856632,105907681,105923672,105934672,105935442,105937192,105938412,105969511,105989801,106001791,106003591,106015831,106032131,106076332,106106582,106266762,106352721,106394701,106418981,106435811,106455161,106474812,106503431,106593531,106722342,106847851,97175994,97400623,98289252,98744605,99826314,99865662"
1164	0.019310087	Dizziness	[LETAIRIS] [TYVASO]	31	6.82819	LETAIRIS	134	3.96215	TYVASO	44	5.21945	"102079308,102708053,102894603,103592954,103920514,105039741,105142231,105359731,106569951,910997110"
1165	0.019117583	Drugdoseomission	[REMODULIN] [TRACLEER]	11	8.14815	REMODULIN	66	6.96203	TRACLEER	28	3.0303	"101377577,102681373,103920364,104747852,104857282,104882151,104938982,105615322,105883221,106028892,106204983,106252531,106442352,106829282"
1166	0.019096329	Myocardial infarction	[LOVENOX] [AVANDIA]	10	38.4615	AVANDIA	2411	49.2041	LOVENOX	10	4.38596	"101066652,101073832,101075482,101079752,101079822,101080442,101090282,101098892,101114512,101140372,101142992,101168962,101200752,101205102,101207032,104856342,105565172"
1171	0.019005507	Diarrhoea	[REMODULIN] [LETAIRIS]	28	7.48663	REMODULIN	57	6.01266	LETAIRIS	85	2.51331	"103583183,103899123,104323145,104719493,104825312,104967743,105033291,105178871,105231381,105387971,105475801,105475892,105635563,105643376,106272651,106493176,106754121"
1172	0.018939745	Pneumonia	[SILDENAFIL] [TRACLEER]	16	7.88177	TRACLEER	37	4.00433	SILDENAFIL	29	6.69746	"100124473,101672468,102706716,102858186,103759214,103935034,103960924,104021245,104483493,104503852,105049921,105149162,105174695,105280662,105588912,105968741,106076903,106178312,106390672,106418752,106489401,90606155,96697733"
1173	0.018848232	Pyrexia	[MEKINIST] [TAFINLAR]	11	13.9241	MEKINIST	13	11.9266	TAFINLAR	16	12.1212	"104758342,105580842,105916421,106113521,106113541,106402451"
1174	0.018841425	Myocardial infarction	[ZOCOR] [AVANDIA]	23	35.3846	ZOCOR	26	11.8721	AVANDIA	2411	49.2041	"101027442,101028932,101030772,101038392,101039532,101041072,101056092,101069212,101072402,101090302,101093842,101094212,101094722,101095712,101104052,101104242,101109252,101113882,101118072,101132402,101178402,101192192,101194282,101212762,101213092,101238972,103161782,103249232,104338313,105541212"
1175	0.018829476	Headache	[ASPIRIN] [SIMVASTATIN]	15	4.6875	SIMVASTATIN	52	2.66121	ASPIRIN	45	1.50804	"104792602,104857642,104859012,104876224,104898511,105077131,105174612,105346572,105374192,105413961,105415751,105539491,105542451,105622141,105626671,105736151,105831061,105878151,105947441,105969691,106019221,106029451,106074591,106091491,106098241,106129421,106212781,106696883,107048061,97190983"
1176	0.01881033	Headache	[LETAIRIS] [ADEMPAS]	13	12.8713	ADEMPAS	20	13.6986	LETAIRIS	164	4.8492	"105555432,106230711"
1177	0.018805584	Fluid retention	[LETAIRIS] [COUMADIN]	16	6.15385	COUMADIN	41	3.79278	LETAIRIS	150	4.43525	"100868204,101444852,102825692,104254663,105055713,105099092,105148152,105452211,105562392,105713222,105803303,105915061,106157033,106438301,106732712,106858562,92519617"
1178	0.018796991	Dyspnoea	[ASPIRIN] [SIMVASTATIN]	19	5.9375	ASPIRIN	108	3.6193	SIMVASTATIN	82	4.19652	"101602292,102684593,104794423,105010531,105146221,105174612,105250452,105254644,105259541,105348073,105371653,105423501,105571332,105588732,105589692,105622721,105626543,105736151,105831061,105878151,105947441,105969691,105996681,106019221,106029451,106074591,106091491,106096671,106098241,106129421,106167231,106255011,106357812,106553251,106592081,106681411,106693492,106699441,107048061,91690524,92420993,92799768,93586324,96932873,98241503"
1179	0.018673988	Posteriorreversibleencephalopathysyndrome	[VINCRISTINE] [CYCLOPHOSPHAMIDE]	10	5.84795	VINCRISTINE	12	4.18118	CYCLOPHOSPHAMIDE	19	2.4173	"105027551,105392831,105448191,105473841,105502301,105608491,105622771,105622791,105664681,105665362,105808551,106828211,106882181"
1180	0.018611618	Pneumonia	[OMEPRAZOLE] [SIMVASTATIN]	12	5.30973	SIMVASTATIN	28	1.43296	OMEPRAZOLE	55	3.18656	"100158754,102543084,104076502,105643762,105661531,105723631,105738921,105750161,105777621,105778211,105799891,105802241,105818101,105895131,105895521,105903281,105930071,106057642,106769611,79460744,96130932"
1181	0.018600579	Myocardial infarction	[LOPRESSOR] [AVANDIA]	63	41.4474	AVANDIA	2411	49.2041	LOPRESSOR	65	28.6344	"101027192,101030772,101039002,101040562,101041072,101054122,101056362,101058222,101062582,101065292,101067562,101071232,101071662,101076442,101078132,101079732,101079862,101080742,101082222,101083462,101090592,101090832,101092122,101092852,101092992,101093332,101093832,101094452,101095412,101095712,101095732,101095902,101096392,101097192,101097422,101097532,101098242,101101832,101102262,101103032,101103552,101103962,101104052,101104272,101106022,101112012,101113202,101116232,101118942,101119392,101120582,101121022,101121652,101121792,101130422,101137672,101139702,101139902,101143092,101144232,101178952,101186402,101187522,101189252,101192562,101193632,101194282,101203392,101204622,101206462,101206632,101208152,101209232,101212152,101212462,101212762,101213092,101239042,101239562,101254282,101455332,105347072,105396362"
1182	0.018582821	Drug ineffective	[METHOTREXATE] [HUMIRA]	28	7.58808	METHOTREXATE	90	5.63204	HUMIRA	181	5.77905	"100607504,102263688,103100878,103468272,103553205,103820752,103888394,103967052,104256964,104744332,104881172,105011551,105061842,105066121,105105571,105117411,105139902,105142611,105161552,105167271,105174552,105200052,105225453,105226284,105230092,105493953,105538441,105558152,105686441,105708902,105724391,105768191,105847452,105918771,105942352,105943452,105963401,106007701,106028662,106078171,106144992,106174162,106183542,106444341,106495052,106510201,106551261,106609371,106623811,106649661,106714231,106714511,106775741,106846191,84349824,96377453,97175994,97341014,98565423,98679983"
1183	0.018391553	Cardiac failure congestive	[LISINOPRIL] [METOPROLOL]	13	7.26257	LISINOPRIL	88	6.01093	METOPROLOL	37	3.62745	"101042512,101065872,101079242,101079762,101093842,101101062,101102592,101114232,101222132,102598324,103153622,103166692,103173042,103174042,103199842,103244052,104638564,104675373,104856352,105088131,105394772,105395372,105410604,105793321,106259721,106574041,98448433,98546814"
1185	0.018270748	"Neutrophil count decreased,Platelet count decreased"	[RIBAVIRIN] [PEGINTRON]	10	6.84932	PEGINTRON	13	4.74453	RIBAVIRIN	15	1.55602	"103012965,103295194,103332463,104658662,105045182,105063302,105146872,105234522,105638051,106403621,106409841,106478891"
1186	0.018263228	"Coronary artery disease,Hypertension"	[PLAVIX] [AVANDIA]	13	2.62626	AVANDIA	39	0.795918	PLAVIX	13	0.789793	"101091252,101093042,101097212,101104052,101107812,101111682,101113962,101116972,101125722,101136332,101171482,101185772,101186062,103177342"
1187	0.018216316	Depression	[RIBAVIRIN] [SOVALDI]	10	4.65116	SOVALDI	18	2.87081	RIBAVIRIN	25	2.59336	"102477302,102518442,105165151,105166991,105167131,105168111,105609763,105644662,105803461"
1188	0.018181073	"Offlabeluse,Drug ineffective,Productqualityissue"	[OLYSIO] [SOVALDI]	18	6.61765	SOVALDI	18	2.87081	OLYSIO	18	5.23256	"106496581,106497211,106497311,106497321,106497691,106498391,106498411,106499481,106499511,106499791,106499861,106499871,106499931,106500031,106500311,106525771,106566061,106566081"
1189	0.018148454	Coronary artery disease	[NITROGLYCERIN] [AVANDIA]	40	18.7793	NITROGLYCERIN	41	15.0735	AVANDIA	904	18.449	"101038362,101040492,101044602,101046662,101058202,101072062,101078312,101079292,101090712,101094722,101100762,101101762,101103852,101107382,101107812,101113962,101115052,101115612,101117892,101139142,101141282,101181662,101185772,101186062,101203712,101203722,101205162,103171162,103174042,103180082,103181112,103184352,103194832,103234962,105394432,105394512,105394572,105395372,105568642,106081922,106464932"
1190	0.018088522	Diarrhoea	[ENBREL] [METHOTREXATE]	11	4.47154	METHOTREXATE	42	2.62829	ENBREL	47	1.6858	"100129213,103834164,104935381,105015003,105163781,105215153,105322821,105531541,105532191,105568191,105618301,105724391,105825171,105833512,105903621,105973142,105974372,106032363,106256711,106764801,67245426,98971073"
1191	0.018012759	Dyspnoea	[ASPIRIN] [FUROSEMIDE]	12	7.05882	FUROSEMIDE	68	5.807	ASPIRIN	108	3.6193	"101424064,101602292,102531163,102575174,102687962,103899123,104165093,104278262,104419114,104660514,104675392,104891622,104942441,105063073,105146221,105245711,105250452,105270701,105388572,105534542,105588732,105622721,105643591,105684911,105708271,105853033,105886841,105887911,105934271,105939831,105990941,105994001,105995481,106016012,106053821,106062671,106066531,106086701,106110801,106167231,106178312,106255011,106358851,106498381,106530621,106538561,106600742,106693492,86250404,90290773,93586324,98344283,98977193"
1193	0.017975884	Death	[TRACLEER] [TYVASO]	17	15.7407	TRACLEER	143	15.4762	TYVASO	100	11.8624	"104857432,104963592,105099052,105235754,105265191,105694762,105746362,105788634,105817842,105886631,105940066,105965272,106082851,106163992,106403131,106499441,106531521,106583721"
1195	0.017914438	"Myocardial infarction,Coronary artery disease"	[ASPIRIN] [AVANDIA]	91	10.6184	ASPIRIN	94	3.15013	AVANDIA	509	10.3878	"101039932,101040492,101042252,101046662,101046792,101058202,101064392,101065342,101067722,101067832,101072062,101074982,101075132,101076832,101078302,101078312,101078822,101078902,101079102,101079292,101079742,101079822,101080742,101080752,101082512,101083002,101090592,101090712,101091192,101093312,101094102,101094722,101095232,101095282,101095712,101095952,101096132,101096142,101097192,101097932,101100762,101100952,101101832,101103232,101103852,101104052,101104112,101104172,101104892,101105802,101107132,101107812,101108802,101109752,101109882,101111682,101113792,101114222,101114232,101114922,101115452,101115542,101115612,101116722,101116862,101117892,101118042,101118822,101119512,101121182,101121662,101121902,101127132,101127852,101129892,101171482,101190202,101199382,101203032,101203042,101203712,101204532,101205052,101207012,101207142,101210832,101225692,101239042,101239562,103187082,104856342,105394432,105394482,105394492,105394512,105394552,105394562,105394572,105541362,105565172,105632352"
1197	0.017864717	Peripheralswelling	[ENBREL] [METHOTREXATE]	12	4.87805	ENBREL	80	2.86944	METHOTREXATE	22	1.37672	"101484034,102123933,102228747,103468262,104431055,104433494,104691382,104940732,105015003,105153101,105153321,105210052,105264682,105322821,105509821,105698691,105748961,105892172,105922962,106250031,106370561,106396062,106431122,106444341,106447262,106536211,106607632,106649661,106731891,106764801,106808581,61634545,89507734,91823032,95680323,96732505"
1199	0.017751986	Oropharyngealpain	[ADCIRCA] [TYVASO]	10	3.80228	ADCIRCA	12	1.05448	TYVASO	15	1.77936	"103475985,105710132,105814851,105990002,106403174,106685662"
1200	0.017730096	"Myocardial infarction,Cardiac failure congestive"	[PLAVIX] [ASPIRIN]	22	3.94265	PLAVIX	31	1.88335	ASPIRIN	65	2.17828	"101040492,101041242,101055312,101069942,101071592,101077422,101079822,101082512,101092932,101093852,101100952,101103972,101107912,101111662,101111682,101120972,101143062,101200752,101205052,101212762,101255252,101256582,103178992,103198472,103238932,103249232,104586093,104856342,105565172,105609671,98097183"
1202	0.017715771	Cardiac failure congestive	[ATENOLOL] [AVANDIA]	23	19.3277	ATENOLOL	24	3.08483	AVANDIA	1052	21.4694	"101071422,101072472,101091062,101097202,101101992,101111772,101121853,101143062,101206212,101209232,101210842,103151572,103152012,103153622,103175232,103189902,103198512,103226732,103241562,103258452,103271102,105396402,97393663"
1203	0.017675477	Death	[REVLIMID] [ACYCLOVIR]	11	17.4603	REVLIMID	339	20.263	ACYCLOVIR	19	8.83721	"105110601,105115532,105121941,105166612,105234012,105245081,105381171,105513331,106025741,106204441,106258481,106473851"
1205	0.017513068	Coronary arterial stent insertion	[ASPIRIN] [NITROGLYCERIN]	18	11.25	NITROGLYCERIN	28	10.2941	ASPIRIN	65	2.17828	"101038362,101058282,101065872,101071192,101074622,101079892,101094262,101095352,101096442,101100492,101101252,101116322,101117642,101120712,101126102,101203602,101203712,101239662,102505922,105394572"
1208	0.017440034	Acute Myocardial infarction	[NORVASC] [AVANDIA]	10	7.35294	AVANDIA	285	5.81633	NORVASC	11	1.95382	"101078622,101079652,101094882,101095152,101095932,101106782,101115182,101204622,101222612,101254282"
