Rank	Score	No_of_Drugs	ADR	intr_drugs	Support	Confidence	Drug1	Support1	Confidence1	Drug2	Support2	Confidence2	id
1497	0.004245966	2	[Anginaunstable]	[AVANDAMET] [AVANDIA]	22	3.64842	AVANDAMET	23	3.65079	AVANDIA	129	2.63265	"101026542,101040172,101040642,101040842,101043612,101043742,101044702,101046392,101047152,101048842,101053712,101054052,101055572,101057782,101060732,101061552,101062792,101063432,101063892,101066062,101067252,101068162,101069272,101070102,101070572,101070902,101073572,101073712,101074092,101074132,101075272,101076612,101076812,101077532,101077622,101077802,101078252,101079692,101079722,101080322,101080412,101081282,101081552,101082232,101082932,101082952,101083132,101083372,101083742,101084072,101084432,101090212,101090532,101090652,101090842,101090872,101091092,101091282,101091402,101091592,101091862,101093032,101093372,101093882,101093992,101094202,101094252,101094522,101094592,101095002,101095132,101095172,101095272,101095722,101096472,101100342,101100602,101100812,101100882,101100922,101101012,101101592,101101682,101101702,101102032,101102802,101103142,101103222,101103372,101104202,101104542,101104832,101105432,101106102,101106672,101107572,101107582,101107752,101108172,101108482,101111502,101112172,101112842,101114082,101114152,101115262,101116282,101117172,101117882,101118092,101118252,101118542,101118912,101118982,101119312,101119442,101119492,101119502,101119562,101119862,101120102,101120502,101120852,101121472,101121482,101121632,101124382,101124562,101125292,101125762,101125872,101129432,101129682,101130112,101130782,101134812,101136832,101138282,101138422,101139032,101140082,101141472,101143862,101144582,101144632,101144652,101163602,101166412,101171672,101172082,101181972,101182912,101183792,101185522,101186992,101187242,101187262,101190012,101190622,101196122,101201042,101202832,101203252,101203292,101204052,101204332,101204842,101204882,101205572,101205662,101205732,101205892,101206362,101206472,101207082,101207192,101208212,101210452,101210622,101211912,101212802,101213202,101216802,101220052,101220472,101221342,101225312,101234652,101252312,101252702,101257072,101257202,101259752,101277312,101279372,103159082,103163042,103166652,103167912,103168722,103171782,103172882,103174482,103175272,103178662,103178912,103193762,103194442,103197372,103197612,103197922,103198222,103199532,103220982,103264302,103385452,103385572,103385792,103385872,103387252,103387272,103390622,103391892,103391952,103719192,104030993,105025732,105218082,105228862,105228872,105229322,105229733,105229852,105248192,105283262,105283402,105385062,105385072,105385092,105385242,105385362,105385502,105385572,105385642,105385662,105385672,105385732,105385752,105394692,105394702,105396332,105541312,105542042,105542052,105543082,105543122,105543152,105543742,105543772,105543792,105545552,105567052,105570852,105631702,105631722,105631732,105631772,105632402,105632552,105632562,105632582,105634182,105634192,105634202,105634342,105713011,105713021,105713411,105713461,105739761,105771091,105798981,105855422,105855512,105855931,105856062,105856131,105856281,105868141,105962082,105993601,105994011,105994102,105994181,105994361,105994511,105994561,105994831,105994901,106087581,106172301,106172881,106231841,106231901,106232461,106232531,106232581,106272411,106272561,106414802,106414852,106414931,106415012,106415062,106415152,106415182,106415592,106415722,106415732,106415742,106441742,106444532,106444541,106465361,106502262,81618703,82727252,82817592,83516693,83516923,83516963,83517194,83517213,83517283,83517383,83517513,84051262,86200882,86684982,86684992,86807222,86829202,87250882,93803424,93982722,94006795,94876533,94877333,94877804"
1498	0.004223681	2	[Stentplacement]	[AVANDAMET] [AVANDIA]	14	2.32172	AVANDAMET	14	2.22222	AVANDIA	61	1.2449	"101026542,101040172,101040642,101040842,101043612,101043742,101044702,101046392,101047152,101048842,101053712,101054052,101055572,101057782,101060732,101061552,101062792,101063432,101063892,101066062,101067252,101068162,101069272,101070102,101070572,101070902,101073572,101073712,101074092,101074132,101075272,101076612,101076812,101077532,101077622,101077802,101078252,101079692,101079722,101080322,101080412,101081282,101081552,101082232,101082932,101082952,101083132,101083372,101083742,101084072,101084432,101090212,101090532,101090652,101090842,101090872,101091092,101091282,101091402,101091592,101091862,101093032,101093372,101093882,101093992,101094202,101094252,101094522,101094592,101095002,101095132,101095172,101095272,101095722,101096472,101100342,101100602,101100812,101100882,101100922,101101012,101101592,101101682,101101702,101102032,101102802,101103142,101103222,101103372,101104202,101104542,101104832,101105432,101106102,101106672,101107572,101107582,101107752,101108172,101108482,101111502,101112172,101112842,101114082,101114152,101115262,101116282,101117172,101117882,101118092,101118252,101118542,101118912,101118982,101119312,101119442,101119492,101119502,101119562,101119862,101120102,101120502,101120852,101121472,101121482,101121632,101124382,101124562,101125292,101125762,101125872,101129432,101129682,101130112,101130782,101134812,101136832,101138282,101138422,101139032,101140082,101141472,101143862,101144582,101144632,101144652,101163602,101166412,101171672,101172082,101181972,101182912,101183792,101185522,101186992,101187242,101187262,101190012,101190622,101196122,101201042,101202832,101203252,101203292,101204052,101204332,101204842,101204882,101205572,101205662,101205732,101205892,101206362,101206472,101207082,101207192,101208212,101210452,101210622,101211912,101212802,101213202,101216802,101220052,101220472,101221342,101225312,101234652,101252312,101252702,101257072,101257202,101259752,101277312,101279372,103159082,103163042,103166652,103167912,103168722,103171782,103172882,103174482,103175272,103178662,103178912,103193762,103194442,103197372,103197612,103197922,103198222,103199532,103220982,103264302,103385452,103385572,103385792,103385872,103387252,103387272,103390622,103391892,103391952,103719192,104030993,105025732,105218082,105228862,105228872,105229322,105229733,105229852,105248192,105283262,105283402,105385062,105385072,105385092,105385242,105385362,105385502,105385572,105385642,105385662,105385672,105385732,105385752,105394692,105394702,105396332,105541312,105542042,105542052,105543082,105543122,105543152,105543742,105543772,105543792,105545552,105567052,105570852,105631702,105631722,105631732,105631772,105632402,105632552,105632562,105632582,105634182,105634192,105634202,105634342,105713011,105713021,105713411,105713461,105739761,105771091,105798981,105855422,105855512,105855931,105856062,105856131,105856281,105868141,105962082,105993601,105994011,105994102,105994181,105994361,105994511,105994561,105994831,105994901,106087581,106172301,106172881,106231841,106231901,106232461,106232531,106232581,106272411,106272561,106414802,106414852,106414931,106415012,106415062,106415152,106415182,106415592,106415722,106415732,106415742,106441742,106444532,106444541,106465361,106502262,81618703,82727252,82817592,83516693,83516923,83516963,83517194,83517213,83517283,83517383,83517513,84051262,86200882,86684982,86684992,86807222,86829202,87250882,93803424,93982722,94006795,94876533,94877333,94877804"
1499	0.004194844	2	[Insomnia]	[LETAIRIS] [ADCIRCA]	10	1.33156	LETAIRIS	20	0.591366	ADCIRCA	11	0.966608	"100636654,100826452,102307502,102711664,102713503,102889542,102931402,103000282,103320622,103372303,103859873,103885852,104169455,104513862,104783722,104894641,104963321,104963481,105024841,105027761,105029741,105060861,105148981,105168493,105172071,105175601,105283051,105284091,105291332,105371713,105386641,105387781,105412472,105453881,105497892,105520232,105551672,105553782,105557571,105640251,105643951,105671561,105689951,105747021,105771361,105774501,105774642,105785841,105803381,105823191,105823211,105825272,105825891,105826231,105826261,105826271,105909161,105913681,105915331,105915402,105915472,105935692,105937971,105944081,105961711,105961872,105963461,105964772,105965101,106023001,106024942,106028581,106030891,106032781,106085431,106090981,106119071,106164662,106176251,106178241,106227831,106245961,106263891,106387762,106392261,106392421,106419491,106436281,106443922,106469891,106473101,106474201,106494121,106496021,106498001,106530751,106533261,106536851,106557341,106587701,106594041,106624471,106627091,106720941,106724221,106726201,106726501,106734381,106736931,106748671,106751591,106779001,106779041,106810002,106843311,106843481,106845161,106859571"
1500	0.00409756	2	[Nausea]	[ADCIRCA] [TYVASO]	15	5.70342	TYVASO	57	6.76157	ADCIRCA	39	3.42707	"102133354,102519472,102836442,102844022,103144832,103400383,104403776,104403783,104831202,104882142,104882272,104967651,105033361,105033402,105098911,105235693,105294811,105329551,105374462,105427202,105506832,105562381,105642572,105738721,105814851,105883203,105893082,105953452,105990002,106336391,106387512,106401311,106528611,106639712,106818942"
1501	0.004033823	2	[Cardiomyopathy] [Myocardialinfarction]	[ASPIRIN] [AVANDIA]	11	1.28355	ASPIRIN	11	0.368633	AVANDIA	42	0.857143	"101039442,101042602,101051932,101059272,101061102,101063472,101067482,101070242,101075512,101075722,101076982,101079282,101079702,101080192,101082562,101084312,101093002,101094102,101095122,101096132,101098002,101101432,101103592,101107332,101114442,101118562,101118822,101127472,101171632,101171752,101172002,101185252,101205262,101212262,101212562,101212662,101224442,101265592,103158852,103167212"
1502	0.00396025	2	[Nasopharyngitis]	[REVATIO] [LETAIRIS]	18	3.03541	REVATIO	24	2.35988	LETAIRIS	96	2.83856	"101051484,102108512,102253432,102423964,102511832,102635402,102637252,102637382,102747592,102840223,103023072,103023102,103041333,103065392,103462322,103510334,103767903,104141592,104485252,104685913,104893741,104911381,104963972,104986461,105027681,105059701,105092371,105093311,105118893,105146752,105148911,105148931,105202121,105223841,105223861,105224043,105227262,105231001,105291411,105308241,105370601,105387721,105422511,105454212,105459681,105500621,105501961,105556612,105557531,105557771,105557972,105558121,105616532,105640351,105643381,105643661,105643751,105644182,105666231,105668451,105671631,105688381,105691241,105769671,105771671,105891413,105913211,105913231,105914311,105914991,105915492,105935672,105942341,105943461,105943651,105943761,105944022,105962801,105964022,105964271,105964391,106030861,106032351,106087591,106088581,106088651,106090011,106090811,106112511,106115502,106118281,106230861,106262721,106391811,106392061,106419481,106419512,106498832,106527841,106533051,106533081,106539701,106565291,106637451,106641511,106644371,106732881,106736611,106755981,106778401,106839391,106839681,106858291"
1503	0.003935711	2	[Chestpain]	[ADCIRCA] [TYVASO]	10	3.80228	ADCIRCA	33	2.89982	TYVASO	32	3.79597	"102133354,102519472,102836442,102844022,103144832,103400383,104403776,104403783,104831202,104882142,104882272,104967651,105033361,105033402,105098911,105235693,105294811,105329551,105374462,105427202,105506832,105562381,105642572,105738721,105814851,105883203,105893082,105953452,105990002,106336391,106387512,106401311,106528611,106639712,106818942"
1505	0.003846254	2	[Dyspnoea] [Dizziness]	[REVATIO] [LETAIRIS]	10	1.68634	LETAIRIS	28	0.827913	REVATIO	15	1.47493	"101051484,102108512,102253432,102423964,102511832,102635402,102637252,102637382,102747592,102840223,103023072,103023102,103041333,103065392,103462322,103510334,103767903,104141592,104485252,104685913,104893741,104911381,104963972,104986461,105027681,105059701,105092371,105093311,105118893,105146752,105148911,105148931,105202121,105223841,105223861,105224043,105227262,105231001,105291411,105308241,105370601,105387721,105422511,105454212,105459681,105500621,105501961,105556612,105557531,105557771,105557972,105558121,105616532,105640351,105643381,105643661,105643751,105644182,105666231,105668451,105671631,105688381,105691241,105769671,105771671,105891413,105913211,105913231,105914311,105914991,105915492,105935672,105942341,105943461,105943651,105943761,105944022,105962801,105964022,105964271,105964391,106030861,106032351,106087591,106088581,106088651,106090011,106090811,106112511,106115502,106118281,106230861,106262721,106391811,106392061,106419481,106419512,106498832,106527841,106533051,106533081,106539701,106565291,106637451,106641511,106644371,106732881,106736611,106755981,106778401,106839391,106839681,106858291"
1507	0.003742895	2	[Myocardialinfarction] [Coronaryarterydisease]	[NORVASC] [AVANDIA]	10	7.35294	NORVASC	11	1.95382	AVANDIA	509	10.3878	"101,074,602,101,222,000"
1508	0.003711576	2	[Sinusitis]	[LETAIRIS] [ADCIRCA]	10	1.33156	LETAIRIS	32	0.946186	ADCIRCA	11	0.966608	"100636654,100826452,102307502,102711664,102713503,102889542,102931402,103000282,103320622,103372303,103859873,103885852,104169455,104513862,104783722,104894641,104963321,104963481,105024841,105027761,105029741,105060861,105148981,105168493,105172071,105175601,105283051,105284091,105291332,105371713,105386641,105387781,105412472,105453881,105497892,105520232,105551672,105553782,105557571,105640251,105643951,105671561,105689951,105747021,105771361,105774501,105774642,105785841,105803381,105823191,105823211,105825272,105825891,105826231,105826261,105826271,105909161,105913681,105915331,105915402,105915472,105935692,105937971,105944081,105961711,105961872,105963461,105964772,105965101,106023001,106024942,106028581,106030891,106032781,106085431,106090981,106119071,106164662,106176251,106178241,106227831,106245961,106263891,106387762,106392261,106392421,106419491,106436281,106443922,106469891,106473101,106474201,106494121,106496021,106498001,106530751,106533261,106536851,106557341,106587701,106594041,106624471,106627091,106720941,106724221,106726201,106726501,106734381,106736931,106748671,106751591,106779001,106779041,106810002,106843311,106843481,106845161,106859571"
